"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","sig"
"C27F2.4",845.336232256946,-0.190034041627396,0.0599125103357645,-3.17185910859682,0.00151466471314367,0.00701264657245522,NA,"FDR<0.05"
"F22E5.21",9.29524002946353,1.91930755053182,0.605153876298143,3.17160250591576,0.00151600354758549,0.00701715955239261,"both","FDR<0.05 & 
log2(FC)>=1"
"F35C5.6",35038.985254807,0.533195053873618,0.168125837922157,3.17140458874912,0.00151703693264547,0.0070185717330314,NA,"FDR<0.05"
"K07F5.12",77.6238955385957,-0.615092706320553,0.193945829234869,-3.17146653138735,0.00151671344175998,0.0070185717330314,"both","FDR<0.05"
"Y39G8C.2",184.906675455386,0.353308758035061,0.111423360817257,3.17086789918781,0.00151984241657046,0.00702986386776553,NA,"FDR<0.05"
"K08D8.4",500.847130245209,1.03770090824472,0.327441821562703,3.16911536618118,0.00152903690097,0.00707069511259495,NA,"FDR<0.05 & 
log2(FC)>=1"
"C48D5.1",171.860073787051,1.18414671102784,0.373665274396899,3.1690038977774,0.0015296234378995,0.00707171075607459,NA,"FDR<0.05 & 
log2(FC)>=1"
"C14C10.7",58.0689225108096,1.06383397808149,0.335772510318057,3.16831767160983,0.00153323886683976,0.00708672564016055,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F58D5.3",24.2996990137251,-0.831923604406858,0.262625674103153,-3.16771620767016,0.00153641419092613,0.00709969962021342,NA,"FDR<0.05"
"Y25C1A.5",6361.990535194,-0.55084233908712,0.173900951203409,-3.1675636922929,0.00153722033133683,0.0071017221155767,NA,"FDR<0.05"
"F26E4.4",630.604594685243,-0.296948365601382,0.0937643582097078,-3.16696419909626,0.0015403928092473,0.0071129686165387,"both","FDR<0.05"
"ZK265.6",720.4279890219,-0.27676960065286,0.0873925917319348,-3.16696867741163,0.00154036908796442,0.0071129686165387,"hmg-4_N2","FDR<0.05"
"Y39B6A.33",1866.82349295438,-0.251317599652092,0.0793605830963909,-3.1667811632236,0.00154136262374015,0.00711574208621982,NA,"FDR<0.05"
"ZK455.5",39.3499185282318,2.12535064476492,0.67118808987486,3.16654999816993,0.00154258825397715,0.00711969492508513,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y6G8.5",24.0518816886687,2.30112356161618,0.726714680243,3.1664745796063,0.00154298831509792,0.00711983643409083,NA,"FDR<0.05 & 
log2(FC)>=1"
"W02D7.11",5.81319393763851,3.03266688126879,0.957790884117654,3.16631420444409,0.00154383934992063,0.00712205831267835,"both","FDR<0.05 & 
log2(FC)>=1"
"C01C4.1",203.187895768662,0.421789498030437,0.133246029987728,3.16549392180227,0.00154819896425434,0.00713922962792173,"both","FDR<0.05"
"T24D1.2",560.1083306088,0.437767018518028,0.138297321300688,3.16540490011537,0.00154867277546647,0.00713922962792173,NA,"FDR<0.05"
"ZK1037.3",7.67572437511339,5.98635263006688,1.89115104674206,3.16545452061048,0.00154840865765537,0.00713922962792173,NA,"FDR<0.05 & 
log2(FC)>=1"
"Y38E10A.22",767.678986458429,-0.184549968122249,0.0583077947942389,-3.16509943093377,0.00155029962760082,0.00714378114041041,NA,"FDR<0.05"
"Y53F4B.35",10.6765230587625,1.55044516413093,0.489859656475497,3.16508033195929,0.00155040139619886,0.00714378114041041,"both","FDR<0.05 & 
log2(FC)>=1"
"C02B4.2",223.984754986477,0.448188449795963,0.141629027228186,3.16452395788799,0.00155336872843902,0.00715574303822506,NA,"FDR<0.05"
"C34G6.4",2207.18708942086,-0.791561801525218,0.25017989042558,-3.16397053407728,0.0015563255134649,0.00716765064433033,NA,"FDR<0.05"
"C52E12.2",875.300879719859,0.319457688544311,0.100974190232286,3.16375588464155,0.0015574737182047,0.0071707884703025,"both","FDR<0.05"
"C55C3.1",127.983223614955,-0.672417401454859,0.212541180684357,-3.16370408449673,0.00155775092482913,0.0071707884703025,"both","FDR<0.05"
"F35E12.7",811.936658053415,0.897445733531678,0.283712836851374,3.1632186385765,0.00156035098018241,0.00718104221395317,NA,"FDR<0.05"
"F26C11.1",122.271744175657,-0.974653381917623,0.308161102392028,-3.1628046964789,0.00156257121599105,0.00718954347505645,"spt-16_N2","FDR<0.05"
"F57B1.9",60.7526364047992,1.1477957838869,0.362927358215591,3.16260474142891,0.00156364474427341,0.0071927658236577,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F48E3.4",46.3179477248861,-1.69717405428193,0.536653235104413,-3.16251527665108,0.00156412528694351,0.00719325955155074,"both","FDR<0.05 & 
log2(FC)>=1"
"F42D1.3",61.3502085464171,-0.669881611344571,0.211854402378591,-3.16199051718298,0.00156694666957657,0.00720451577037661,NA,"FDR<0.05"
"ZK370.7",473.998370183528,-0.317386056916931,0.100383770665849,-3.161726789218,0.00156836637831702,0.00720932353343246,NA,"FDR<0.05"
"C51E3.7",3052.41484970548,0.296447889493477,0.0937635689526694,3.16165321781981,0.00156876264143417,0.00720942564401577,"both","FDR<0.05"
"C06B8.2",454.280026713081,0.590965492633252,0.186931889907364,3.1613947354093,0.0015701555852938,0.00721341995014459,"spt-16_N2","FDR<0.05"
"Y46G5A.18",1227.6982292933,0.211786178579366,0.0669922577359909,3.16135305387067,0.00157038031082322,0.00721341995014459,"both","FDR<0.05"
"Y41C4A.11",233.396892936839,-0.657325223942623,0.208069317267063,-3.15916461194963,0.00158222095000944,0.00726607733869001,NA,"FDR<0.05"
"K02E10.8",242.007390275903,-0.366819569925332,0.11612642469454,-3.15879500200077,0.00158422883162828,0.00727349347044782,NA,"FDR<0.05"
"R01B10.6",410.018309287639,0.247397701400232,0.0783219276112535,3.15872845505255,0.0015845905926331,0.00727349347044782,NA,"FDR<0.05"
"C34D4.14",9952.19685661921,-0.189158566458498,0.0598978170741055,-3.15802103813685,0.00158844094051638,0.00728943111607447,NA,"FDR<0.05"
"C13C4.2",180.928863385207,0.648422610023275,0.205366897705243,3.15738620619344,0.00159190355184305,0.00730176284198956,"spt-16_N2","FDR<0.05"
"C39D10.7",482.617641755812,-1.31088578299431,0.415189386207374,-3.15732007257903,0.00159226466871859,0.00730176284198956,"both","FDR<0.05 & 
log2(FC)>=1"
"K08D12.5",67.4748032650222,-1.18116996333091,0.374094896747149,-3.15740731456507,0.001591788307281,0.00730176284198956,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"K03E6.3",122.146089307911,-0.388193903182027,0.122958386086352,-3.15711612308741,0.00159337879219657,0.00730513388220664,NA,"FDR<0.05"
"T08G11.2",169.112096420756,0.440819575502483,0.139635839075181,3.15692288184799,0.0015944350813268,0.00730650065560931,NA,"FDR<0.05"
"ZK402.3",50.4209405886205,1.48791088526945,0.471306626123556,3.15699122990769,0.00159406140567617,0.00730650065560931,NA,"FDR<0.05 & 
log2(FC)>=1"
"F47G4.2",216.312920183315,0.530600938096979,0.168096583793451,3.15652422031941,0.00159661626931114,0.00731475682783527,"spt-16_N2","FDR<0.05"
"F59B1.9",36.6783212076849,-0.721935405067767,0.228764488880355,-3.15580188429221,0.0016005753691186,0.00733115248678514,NA,"FDR<0.05"
"W06D4.2",558.185336718553,0.228414690942011,0.0723821127994091,3.15567869060429,0.00160125149100587,0.00733250682766625,NA,"FDR<0.05"
"Y75B8A.33",30.175835566552,1.47267070958675,0.466730621107808,3.15529053159465,0.00160338353728397,0.00734052596142787,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y44E3B.1",424.195652392772,0.270592114329084,0.0857722976235773,3.15477283255967,0.00160623117662522,0.00735181659897281,NA,"FDR<0.05"
"F46B6.13",2.0219012510837,-3.95256231711715,1.25302685035774,-3.15441150841156,0.00160822142270177,0.00735829702376581,NA,"FDR<0.05 & 
log2(FC)>=1"
"Y87G2A.13",754.460201867363,-0.426809613573081,0.135307094816405,-3.15437719028858,0.00160841057181308,0.00735829702376581,NA,"FDR<0.05"
"ZK930.5",109.998911891455,0.494053263451499,0.156665907594579,3.15354674821795,0.00161299391656571,0.00737751417842607,"both","FDR<0.05"
"F08D12.1",2685.13381051976,-0.3116273296034,0.0988246222486594,-3.15333691657624,0.00161415391246688,0.00738106821088651,NA,"FDR<0.05"
"F54B3.3",2344.05211070149,-0.25075165315111,0.0795219036694041,-3.15324007073017,0.00161468955673741,0.00738176625155521,NA,"FDR<0.05"
"R05D8.10",48.4167063237053,0.684022236485623,0.21696543890097,3.15267832494664,0.00161779974207462,0.00739423102412765,"both","FDR<0.05"
"C01A2.6",11.6236769446687,2.26639852480376,0.718911669668947,3.15254101501429,0.00161856081616961,0.00739595570669821,NA,"FDR<0.05 & 
log2(FC)>=1"
"K08F11.3",4229.76793028693,-0.204735943514482,0.0649568863688298,-3.15187434249815,0.00162226069893046,0.00741110516975249,NA,"FDR<0.05"
"C38D4.5",981.1731404784,-0.208623839826265,0.0662115847580761,-3.15086612997612,0.00162787084134167,0.00743497217915149,"both","FDR<0.05"
"F56D6.10",6.15862733540441,3.74485346189929,1.18943695708308,3.14842534494892,0.00164152646907534,0.00749556530797396,NA,"FDR<0.05 & 
log2(FC)>=1"
"Y102A5C.7",4.11048453776588,-2.25954128676123,0.717744228925136,-3.14811487950941,0.00164327098816197,0.00750175391421926,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F55A11.1",1920.33364771854,-0.729499274628454,0.231781425912949,-3.14735864513335,0.00164752744398069,0.00751925086030988,"spt-16_N2","FDR<0.05"
"T14G11.6",45.6169542520885,0.758347194286854,0.240952024465972,3.14729538366651,0.00164788396980123,0.00751925086030988,"both","FDR<0.05"
"F56D5.4",652.127751855851,0.316081344259688,0.10044115765503,3.14693051771949,0.00164994164901449,0.00752685806937405,NA,"FDR<0.05"
"Y80D3A.9",231.687655500547,0.597547733735955,0.189934916694622,3.14606573733197,0.00165482806583755,0.00754736302436181,"hmg-4_N2","FDR<0.05"
"F33D4.2",2869.99873661076,-0.314063791961121,0.0998330629686321,-3.14588957427662,0.00165582510121125,0.00755012372858899,NA,"FDR<0.05"
"F34D6.9",1.5004362041825,-4.04699547348714,1.28663379696299,-3.1454136235499,0.00165852161857196,0.00756063048163573,NA,"FDR<0.05 & 
log2(FC)>=1"
"C18B12.6",696.01654454001,-0.469318213798785,0.149239747648291,-3.14472666427186,0.0016624207379711,0.00757661321911916,NA,"FDR<0.05"
"C47E12.7",1044.62168232403,-0.306745702266062,0.097587553112447,-3.14328715581801,0.0016706186268889,0.0076121757481458,"hmg-4_N2","FDR<0.05"
"R07B5.3",15.4039952428196,1.41304448074817,0.449626054663673,3.14271040588418,0.00167391359630013,0.00762538658829795,"both","FDR<0.05 & 
log2(FC)>=1"
"C10F3.1",378.905122238082,0.389491913062296,0.123958722268427,3.14210977601778,0.00167735134590542,0.00763743676848122,"hmg-4_N2","FDR<0.05"
"F59H6.8",45.8774195926167,0.690015258932094,0.219602473416162,3.14211059738142,0.00167734664033798,0.00763743676848122,"spt-16_N2","FDR<0.05"
"T08B6.4",1204.51666160154,0.248541337510662,0.0791020493241911,3.14203411459091,0.00167778486001846,0.00763760637505807,NA,"FDR<0.05"
"W02D3.2",1855.4367705239,-0.252430299153826,0.0803452729105836,-3.14181892735315,0.00167901837284487,0.00764141679296623,NA,"FDR<0.05"
"ZK177.3",10.5664418317715,2.92041809293396,0.93001591958375,3.14018075544456,0.001688436213628,0.00768246449043106,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y58A7A.5",193.564452315392,1.46669067449157,0.467590476294326,3.13669920336094,0.00170861322366274,0.00777243598604569,NA,"FDR<0.05 & 
log2(FC)>=1"
"F07E5.9",32.6848775946816,2.7188378447934,0.866889651977224,3.13631364567821,0.0017108612738101,0.00777899037306342,NA,"FDR<0.05 & 
log2(FC)>=1"
"F25D7.2",1802.45988199241,-0.235695920178159,0.0751492136967906,-3.13637240609245,0.00171051848705771,0.00777899037306342,"both","FDR<0.05"
"C18D11.6",3.44173441077845,4.83819195184056,1.54295342790672,3.1356694663198,0.00171462332551444,0.00779425706980316,NA,"FDR<0.05 & 
log2(FC)>=1"
"F01D5.1",815.329019653037,0.400806262260678,0.127842594307396,3.13515432342482,0.00171763726854341,0.0078061166502961,"spt-16_N2","FDR<0.05"
"F53F1.5",4450.85817932546,-1.74584942797314,0.556892131985347,-3.13498670155225,0.00171861902283195,0.00780873716314547,"hmg-4_N2","FDR<0.05 & 
log2(FC)>=1"
"Y92H12BL.1",634.647243654814,-0.291911953904727,0.0931418331046723,-3.1340585016904,0.00172406479779613,0.00783163443618256,NA,"FDR<0.05"
"ZC376.2",622.957843566606,-0.350996334923333,0.112003618012704,-3.13379461441612,0.00172561592649368,0.00783683349840699,NA,"FDR<0.05"
"Y105C5A.9",5.94873248505772,5.61997871633363,1.79356444090288,3.13341332386393,0.00172785941824956,0.00784517371668832,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"M02D8.1",4070.28771675503,-0.143851019260172,0.0459280075210738,-3.13209797298884,0.00173561947029121,0.00787855150032801,NA,"FDR<0.05"
"Y74C10AR.3",491.699525318233,-0.341452147267605,0.109034524070871,-3.131596622054,0.00173858566923643,0.00789015780288743,NA,"FDR<0.05"
"Y110A2AL.7",8.35441273417218,-4.34109277272433,1.38638064577969,-3.13124161530901,0.00174068885375696,0.00789784297723908,NA,"FDR<0.05 & 
log2(FC)>=1"
"Y82E9BR.21",93.843623570125,-0.488506512627394,0.156016422328303,-3.13112238658722,0.00174139573116272,0.00789919070897395,NA,"FDR<0.05"
"D2045.8",190.843692756591,-1.19606209196046,0.382066912976045,-3.13050424242168,0.00174506478746324,0.00791397146201565,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F44G3.8",19.4939036879068,2.77934383920501,0.887919416795761,3.13017576441209,0.00174701739233381,0.00792096288399009,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F25H5.4",107514.106832338,-0.156102063146615,0.0498808622884725,-3.12949808774035,0.0017510521228487,0.0079373891382375,NA,"FDR<0.05"
"C05B5.11",5.73130490653047,-3.04173431501901,0.972167737820386,-3.12881635204087,0.00175511966291139,0.00795312036238474,NA,"FDR<0.05 & 
log2(FC)>=1"
"ZK180.7",31.2417611975655,0.884047898601668,0.282553717499563,3.12877815384975,0.00175534782720684,0.00795312036238474,NA,"FDR<0.05"
"F36H9.2",17.7347373963882,-1.605722560351,0.513306825754613,-3.12819249576591,0.00175884947866985,0.00796711277365047,"both","FDR<0.05 & 
log2(FC)>=1"
"B0554.6",117.120157787636,3.19517495088673,1.02148468055461,3.12797148279496,0.0017601725841253,0.00796985625208747,NA,"FDR<0.05 & 
log2(FC)>=1"
"C54D10.14",45.9059385399724,1.9120314522546,0.611272399891351,3.12795318845486,0.00176028214512485,0.00796985625208747,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y32H12A.7",835.694821897698,0.184026491853917,0.0588343102362611,3.12787710291701,0.00176073787285792,0.00797004738409195,NA,"FDR<0.05"
"H23L24.5",103.880380368331,2.07058351258046,0.662078937077232,3.12739674474634,0.00176361756784897,0.00798009871359967,NA,"FDR<0.05 & 
log2(FC)>=1"
"R02E4.3",1151.09221485562,-1.27668559650249,0.408229973207621,-3.12736859195095,0.00176378647504071,0.00798009871359967,"both","FDR<0.05 & 
log2(FC)>=1"
"T03E6.9",16.4602501085919,1.40699585185328,0.449917326145238,3.12723198261338,0.00176460629576838,0.00798193422779625,"both","FDR<0.05 & 
log2(FC)>=1"
"K06C4.17",84.4414783104436,-0.49216278820981,0.157397320898064,-3.12688161019304,0.00176671055445065,0.00798957748157717,NA,"FDR<0.05"
"F49C5.9",10.5689708578041,2.10333198357295,0.672815826086874,3.12616306278944,0.00177103320840527,0.00800724702294233,"hmg-4_N2","FDR<0.05 & 
log2(FC)>=1"
"K10D3.6",87.4546036529103,0.647301168924387,0.207100366605171,3.12554332730102,0.00177476923427452,0.00801883137639239,NA,"FDR<0.05"
"Y54E10BR.4",1211.22124506067,-0.165773947255207,0.0530379274621019,-3.12557362603696,0.00177458641245317,0.00801883137639239,NA,"FDR<0.05"
"ZK354.6",168.647827032015,0.466849621245761,0.149366497902505,3.12553101131477,0.00177484355357943,0.00801883137639239,NA,"FDR<0.05"
"W05F2.7",246.691672328877,0.333634121584125,0.106757568762064,3.12515660906172,0.00177710420383355,0.00802716344614197,"both","FDR<0.05"
"Y75B8A.14",708.892220012534,-0.186528680470865,0.0597020163855823,-3.12432798360074,0.00178211688004154,0.00804791957495798,NA,"FDR<0.05"
"Y73B6BL.26",43.3288149650844,0.69549451159673,0.222654061535418,3.12365517521043,0.00178619651575202,0.0080644534187408,"both","FDR<0.05"
"F10E7.5",1403.05809711178,-0.294163086044194,0.0941752657681061,-3.12357054312467,0.00178671029759275,0.00806488390534021,"hmg-4_N2","FDR<0.05"
"Y37A1B.7",688.079468980655,-2.39439504013682,0.766625001610995,-3.12329370305588,0.0017883918787772,0.00807058418907789,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F20H11.1",494.800586207012,-0.245322444349119,0.0785507378408379,-3.12310808392659,0.00178952018053343,0.00807378557106772,"spt-16_N2","FDR<0.05"
"T06D4.2",3.02374505989655,4.61509722230988,1.47847382954646,3.12152784180538,0.00179915234711101,0.00811534339766384,NA,"FDR<0.05 & 
log2(FC)>=1"
"C25F9.7",84.3130809507391,3.62668420654328,1.16207667257931,3.12086482081564,0.00180320788037461,0.00813173343152554,NA,"FDR<0.05 & 
log2(FC)>=1"
"T04H1.9",272.598200175675,1.38022829633238,0.442286732196218,3.12066403050058,0.00180443772091215,0.00813537605447037,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"ZC412.6",11.7755646089389,2.13757859675681,0.685164640013769,3.11980285017897,0.00180972119827008,0.0081572886752707,"hmg-4_N2","FDR<0.05 & 
log2(FC)>=1"
"R12H7.5",300.140918766925,0.330548798125314,0.105993496426663,3.11857622655199,0.00181727127828847,0.00818940533498526,"both","FDR<0.05"
"Y119D3B.21",8211.32101832486,0.68115552679733,0.218448397109106,3.11815300918469,0.00181988296349309,0.00819925765272692,NA,"FDR<0.05"
"C46G7.5",88.3502043935231,0.795143829686222,0.255013684111912,3.11804377265212,0.00182055762473268,0.00820038038305626,NA,"FDR<0.05"
"Y119D3A.3",25.3543154081891,1.79802445165866,0.576725776373279,3.11764191114446,0.00182304156032225,0.00820965024150727,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y37E3.10",3944.15457385665,-0.302749488089734,0.0971464649510116,-3.11642310651656,0.00183059414012383,0.0082417359160819,NA,"FDR<0.05"
"Y56A3A.19",2549.34802219357,0.195171376270058,0.0626304367041359,3.11623847031501,0.00183174078167478,0.00824497240214844,"hmg-4_N2","FDR<0.05"
"C04E12.7",33.7905136592541,-0.782038370518685,0.25098099237921,-3.11592668076272,0.00183367857879365,0.00825176766931328,NA,"FDR<0.05"
"F19C6.8",52.7545265387657,-0.605566399231279,0.194366554506329,-3.11558951471541,0.00183577621261512,0.00825748433441119,NA,"FDR<0.05"
"K08D8.12",23.1072802493313,2.09293380169208,0.671768591764277,3.11555768958381,0.00183597432228609,0.00825748433441119,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y106G6H.7",941.6381326303,-0.218384704765468,0.0700958391625519,-3.1155159475163,0.00183623419411053,0.00825748433441119,NA,"FDR<0.05"
"F11E6.6",121.786557246692,0.814200488492255,0.261347446120151,3.11539485301853,0.00183698827826333,0.00825894846635116,"spt-16_N2","FDR<0.05"
"F14F9.4",269.720524464951,1.52808037900392,0.490700814648118,3.11407752624114,0.00184520998898617,0.00829397792157635,NA,"FDR<0.05 & 
log2(FC)>=1"
"W05E10.1",158.75183943773,-0.628061922678688,0.201719417340296,-3.11354222097104,0.00184856059077841,0.00830710114867404,NA,"FDR<0.05"
"C15F1.13",271.595855168559,0.405749082533319,0.130391346386523,3.11177922291365,0.0018596351716222,0.00835189571075126,"hmg-4_N2","FDR<0.05"
"F32H5.3",52.9816398058965,1.17658572416623,0.378110801014069,3.11174851660069,0.00185982859762086,0.00835189571075126,NA,"FDR<0.05 & 
log2(FC)>=1"
"K04H4.5",442.2507002865,0.308184771764801,0.0990347623270425,3.11188480209689,0.00185897024551546,0.00835189571075126,NA,"FDR<0.05"
"Y46G5A.26",43.3781475959795,-0.619493500588214,0.199100066695657,-3.11146807165649,0.0018615960391128,0.00835788540830659,NA,"FDR<0.05"
"D2013.7",3914.22291450127,-0.230786625946178,0.074203421493702,-3.11018846975628,0.00186968004289591,0.00839222476636606,NA,"FDR<0.05"
"C34D1.1",26.9567696761443,0.87106472578447,0.280117160866399,3.10964427559625,0.00187312780352355,0.00840574279048031,NA,"FDR<0.05"
"K07C6.5",755.796746856968,-1.7156789903524,0.551793216902261,-3.10927887077723,0.00187544611449318,0.00841368401066281,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"T05H4.10",578.499112415563,-0.212481223160559,0.0683395730051539,-3.10919740667,0.00187596332271744,0.00841368401066281,NA,"FDR<0.05"
"Y42H9B.1",293.870965558002,-1.54625851393065,0.49732371301761,-3.10915903154591,0.00187620700829245,0.00841368401066281,"both","FDR<0.05 & 
log2(FC)>=1"
"B0019.1",502.657716439428,0.707991334837565,0.22776605805117,3.10841457632158,0.00188094012476704,0.00843294718882529,NA,"FDR<0.05"
"C12D8.16",199.942082988096,3.63551881895311,1.16968844288521,3.10810869429946,0.00188288804637739,0.00843579363223566,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F49E12.9",431.096024986486,-1.21466382855914,0.390799944497783,-3.10814739270268,0.00188264150439375,0.00843579363223566,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"Y46G5A.12",823.958299391848,0.2327332977882,0.0748774655663149,3.10818877252304,0.00188237791229095,0.00843579363223566,"spt-16_N2","FDR<0.05"
"C05C10.8",1.61245203593766,-4.14675921886245,1.33423281406344,-3.10797274295285,0.00188375440804807,0.00843771379519372,NA,"FDR<0.05 & 
log2(FC)>=1"
"W02B12.12",1213.42103996368,0.295350055370836,0.0950396574515275,3.10765067226249,0.00188580829266788,0.00844495098347599,NA,"FDR<0.05"
"Y25C1A.7",1104.0028915868,-0.329474600798889,0.106028519227773,-3.1074149030706,0.00188731312574556,0.00844972664009754,"spt-16_N2","FDR<0.05"
"F47B10.1",6623.63072379308,-0.0799862345147253,0.0257435770062286,-3.10703654334332,0.00188973037024308,0.00845858410498493,NA,"FDR<0.05"
"K06A1.3",230.23022996999,0.596650532514105,0.192064508799679,3.10651112088805,0.00189309187776515,0.00847166307221859,"hmg-4_N2","FDR<0.05"
"C07A9.4",107.999513744015,-0.891483705093571,0.287090499023061,-3.105235833743,0.00190127366691173,0.00850630191644772,NA,"FDR<0.05"
"ZK353.6",2670.55850215736,-0.209118455900519,0.0673465822827151,-3.10510866049086,0.00190209134353874,0.00850798527625101,"spt-16_N2","FDR<0.05"
"Y73B6BL.285",17.9067895198058,1.11258103360737,0.358371135088104,3.10454979398339,0.00190568847651725,0.0085220973773535,"both","FDR<0.05 & 
log2(FC)>=1"
"Y49E10.9",48.6489026597083,0.636174990375075,0.204976394950672,3.1036500106667,0.001911493042301,0.00854607211721398,NA,"FDR<0.05"
"T22B11.4",919.542178640861,0.656709624417661,0.211657480210366,3.10269981370353,0.00191764045317421,0.00857156820372905,"both","FDR<0.05"
"F54F3.1",4698.11867928611,-0.831230440354767,0.267942507038785,-3.10227163857374,0.0019204165118145,0.00858198651720672,"spt-16_N2","FDR<0.05"
"Y18H1A.10",139.459153446705,0.37357262966366,0.120425798963628,3.10209799626481,0.00192154336710571,0.00858503172406014,NA,"FDR<0.05"
"Y66H1A.4",2182.46999379864,-0.172286116559204,0.0555435469875334,-3.10182056968514,0.00192334499258019,0.00859108954507316,"both","FDR<0.05"
"F57B1.5",61.703559101386,-0.688485116369623,0.221976825260367,-3.10160808706975,0.00192472591673338,0.00859526582926766,NA,"FDR<0.05"
"C04G2.8",2200.61068545455,0.438803300052643,0.141493664724832,3.10122224133498,0.00192723585542995,0.00860248816061995,NA,"FDR<0.05"
"Y53F4B.37",6.45037759608712,3.21250581599074,1.03587209320007,3.10125722768194,0.00192700814429363,0.00860248816061995,"hmg-4_N2","FDR<0.05 & 
log2(FC)>=1"
"F59A7.5",172.08835944578,0.342897473625829,0.11057297215878,3.1010966507569,0.00192805347422974,0.00860414509430517,NA,"FDR<0.05"
"T25F10.6",27437.0414909186,0.070313803746894,0.0226759256962488,3.10081293653762,0.00192990168093695,0.00860840661846303,"both","FDR<0.05"
"ZC518.2",2929.83687144786,-0.293479401316726,0.0946453639485349,-3.10083229725136,0.00192977550725027,0.00860840661846303,NA,"FDR<0.05"
"F55C10.1",1021.71102331573,-0.207229942109977,0.0668327173767476,-3.10072596542477,0.00193046856474703,0.00860894287758776,NA,"FDR<0.05"
"F39H11.1",695.802060456283,-0.199670041986384,0.0644092747715171,-3.10002003119404,0.0019350755539273,0.00862749160915911,"both","FDR<0.05"
"Y34D9A.2",74.618574758782,-0.576452707672861,0.185958624363397,-3.09989767694973,0.001935875074259,0.00862906017143107,"both","FDR<0.05"
"T12D8.4",437.193764332897,0.268023525711632,0.0864641412129408,3.09982290868481,0.00193636379465568,0.0086292429544956,"both","FDR<0.05"
"F56H6.12",4.55814255296795,4.23557413706645,1.36663615902379,3.09926977205989,0.00193998287531246,0.00864337261645224,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"F41B5.8",9.4511855668925,3.00949023969829,0.971089333675896,3.0990869071812,0.00194118069500493,0.00864671058828864,NA,"FDR<0.05 & 
log2(FC)>=1"
"C28G1.6",128.090770759212,-0.564240899303806,0.18207436824068,-3.09895843525844,0.00194202263062822,0.00864846214942891,NA,"FDR<0.05"
"Y39B6A.69",3.50474983970061,4.85839997100374,1.56792556616437,3.09861646231644,0.00194426537095841,0.00865644970197562,NA,"FDR<0.05 & 
log2(FC)>=1"
"F41B5.10",87.081526436828,0.484434134942702,0.156366824659626,3.09806211130271,0.00194790598978418,0.00867065590002315,"both","FDR<0.05"
"T10B5.5",7063.12980726874,-0.225556911705306,0.0728209251445393,-3.0974189253653,0.00195213786196133,0.00868748675858753,NA,"FDR<0.05"
"C27A7.2",7.74231692829308,-1.64102993440317,0.529844649084293,-3.09719072796015,0.00195364132499725,0.00869217056740465,NA,"FDR<0.05 & 
log2(FC)>=1"
"K10D11.1",674.027163895491,0.736707477378013,0.237955762624332,3.09598502365784,0.00196160268698904,0.00872557816501885,NA,"FDR<0.05"
"H43I07.1",405.401857082685,0.336485278796807,0.108705269231469,3.09539069426636,0.00196553804087375,0.00874106603594848,"spt-16_N2","FDR<0.05"
"T27C4.1",1070.42491238605,0.327466037050092,0.105794087030204,3.09531511866633,0.00196603898401326,0.00874127690377661,"spt-16_N2","FDR<0.05"
"F41E6.15",27.2704091122779,1.76143498658123,0.569194013710969,3.09461263497348,0.00197070091768117,0.00875953237535688,"hmg-4_N2","FDR<0.05 & 
log2(FC)>=1"
"Y43F8A.2",857.340417836014,0.206521930935109,0.0667371010010694,3.09455951543055,0.00197105385036436,0.00875953237535688,NA,"FDR<0.05"
"Y43F8B.15",25.3201243627509,2.33289254520145,0.753900087306284,3.09443198705145,0.00197190140124696,0.00876127883993403,"spt-16_N2","FDR<0.05 & 
log2(FC)>=1"
"C34F6.5",105.76698254904,-0.915794328786836,0.295963070106247,-3.09428581227407,0.00197287328718037,0.00876357680044123,"spt-16_N2","FDR<0.05"
"T10B11.7",612.36260146985,-0.188705042596331,0.0609866004552537,-3.09420497597313,0.00197341093986432,0.00876394526611634,NA,"FDR<0.05"
"T26H5.8",29.2301755712755,0.831462155849646,0.268753468448355,3.0937727451485,0.00197628804590302,0.00877470071336902,"both","FDR<0.05"
